ID	Name	ISO639P3code	Classification
seke1241	Seke (Vanuatu)	ske	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/sout3188/seke1242
sowa1244	Sowa	sww	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/sout3188/seke1242
sout2859	Southeast Ambrym	tvk	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/ambr1240
lonw1238	Lonwolwol	crc	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/ambr1240
nort2839	North Ambrym	mmg	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/ambr1240
orko1234	Orkon-Fanbak	fnb	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/ambr1240/port1292
port1286	Daakie	ptv	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/ambr1240/port1292/port1293
daka1243	Dakaka	bpa	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/ambr1240/port1292/port1293
sund1252	Sundanese	sun	aust1307/mala1545/mala1536
bali1278	Balinese	ban	aust1307/mala1545/mala1536/nort3170/bali1277
sumb1241	Sumbawa	smw	aust1307/mala1545/mala1536/nort3170/bali1277/sasa1248
sasa1249	Sasak	sas	aust1307/mala1545/mala1536/nort3170/bali1277/sasa1248
achi1257	Acehnese	ace	aust1307/mala1545/mala1536/nort3170/cham1327
haro1237	Haroi	hro	aust1307/mala1545/mala1536/nort3170/cham1327/cham1330/coas1305
east2563	Eastern Cham	cjm	aust1307/mala1545/mala1536/nort3170/cham1327/cham1330/coas1305/cham1328
west2650	Western Cham	cja	aust1307/mala1545/mala1536/nort3170/cham1327/cham1330/coas1305/cham1328
biha1246	Bih	ibh	aust1307/mala1545/mala1536/nort3170/cham1327/cham1330/high1280/rade1241
rade1240	Rade	rad	aust1307/mala1545/mala1536/nort3170/cham1327/cham1330/high1280/rade1241
jara1266	Jarai	jra	aust1307/mala1545/mala1536/nort3170/cham1327/cham1330/high1280/rade1241
tsat1238	Tsat	huq	aust1307/mala1545/mala1536/nort3170/cham1327/cham1330/high1280/chru1238/nort3219
nort2994	Northern Roglai	rog	aust1307/mala1545/mala1536/nort3170/cham1327/cham1330/high1280/chru1238/nort3219
cacg1235	Cacgia Roglai	roc	aust1307/mala1545/mala1536/nort3170/cham1327/cham1330/high1280/chru1238/chru1240
chru1239	Chru	cje	aust1307/mala1545/mala1536/nort3170/cham1327/cham1330/high1280/chru1238/chru1240
sout3010	Southern Roglai	rgs	aust1307/mala1545/mala1536/nort3170/cham1327/cham1330/high1280/chru1238/chru1240
haji1235	Haji	hji	aust1307/mala1545/mala1536/nort3170/mala1538
duan1242	Duano	dup	aust1307/mala1545/mala1536/nort3170/mala1538
mala1480	Malayic Dayak	xdy	aust1307/mala1545/mala1536/nort3170/mala1538
kend1254	Kendayan-Belangin	knx	aust1307/mala1545/mala1536/nort3170/mala1538/west2821
cent2053	South Barisan Malay	pse	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/high1292
kaur1269	Kaur	vkk	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/high1292
baba1267	Baba Malay	mbf	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/vehi1234
maka1305	Makassar Malay	mfp	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/vehi1234
mala1482	Malaccan Creole Malay	ccm	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/vehi1234
sril1245	Sri Lanka Malay	sci	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/vehi1234
lara1260	Larantuka Malay	lrt	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/vehi1234/east2743
kupa1239	Kupang Malay	mkn	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/vehi1234/east2743
papu1250	Papuan Malay	pmy	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/vehi1234/east2743
gora1261	Gorap	goq	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/vehi1234/east2743/mana1300
mala1481	Manado Malay	xmm	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/vehi1234/east2743/mana1300
nort2828	North Moluccan Malay	max	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/vehi1234/east2743/mana1300
ambo1250	Ambonese Malay	abs	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/vehi1234/east2743/ambo1253
band1353	Banda Malay	bpq	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/vehi1234/east2743/ambo1253
stan1306	Standard Malay	zsm	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/stan1327
indo1316	Standard Indonesian	ind	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/stan1327
kota1275	Kota Bangun Kutai Malay	mqg	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/east2755
banj1239	Banjar	bjn	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/east2755/banj1240/banj1241
buki1247	Bukit Malay	bvu	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/east2755/banj1240/banj1241
bera1262	Berau Malay	bve	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/east2755/banj1240/bera1266
saba1263	Sabah Malay	msi	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/east2755/banj1240/bera1266/brun1252
baca1243	Bacanese Malay	btj	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/east2755/banj1240/bera1266/brun1252/brun1246
brun1242	Brunei	kxd	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/east2755/banj1240/bera1266/brun1252/brun1246
oran1258	Orang Kanaq	orn	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/sing1270
bali1279	Balinese Malay	mhp	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/sing1270
oran1259	Orang Seletar	ors	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/sing1270
mala1479	Central Malay	zlm	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/sing1270
temu1239	Temuan	tmw	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/sing1270
teng1267	Tenggarong Kutai Malay	vkt	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/sing1270
jaku1244	Jakun	jak	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/sing1270
patt1249	Kelantan-Pattani Malay	mfa	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/sing1270/keda1253
keda1251	Kedah-Perak Malay	meo	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/sing1270/keda1253
urak1238	Urak Lawoi'	urk	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/sing1270/keda1253
kubu1239	Kubu	kvb	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/cent2391
coll1240	Col	liw	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/cent2391/musi1243
musi1241	Musi	mui	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/cent2391/musi1243
beta1252	Betawi	bew	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/beta1260
coco1260	Cocos Islands Malay	coa	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/beta1260
pera1256	Peranakan Indonesian	pea	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/beta1260
jamb1236	Jambi Malay	jax	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/nort3388
keri1250	Kerinci	kvr	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/nort3388/keri1253
nege1240	Negeri Sembilan Malay	zmi	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/nort3388/keri1253/mina1280
lubu1241	Lubu	lcf	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/nort3388/keri1253/mina1280
peka1242	Pekal	pel	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/nort3388/keri1253/mina1280
mina1268	Minangkabau	min	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/nort3388/keri1253/mina1280
bang1365	Bangka	mfb	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/nort3388/bang1370
lonc1237	Loncong	lce	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/nort3388/bang1370
keni1248	Keninjal	knl	aust1307/mala1545/mala1536/nort3170/mala1538/iban1263
mual1241	Mualang	mtd	aust1307/mala1545/mala1536/nort3170/mala1538/iban1263/iban1269
sebe1242	Seberuang	sbx	aust1307/mala1545/mala1536/nort3170/mala1538/iban1263/iban1269/iban1270
remu1237	Remun	lkj	aust1307/mala1545/mala1536/nort3170/mala1538/iban1263/iban1269/iban1270/nort3387
iban1264	Iban	iba	aust1307/mala1545/mala1536/nort3170/mala1538/iban1263/iban1269/iban1270/nort3387
nucl1460	Madurese	mad	aust1307/mala1545/mala1536/madu1247
kang1289	Kangean	kkv	aust1307/mala1545/mala1536/madu1247
kaye1241	Kayeli	kzl	aust1307/mala1545/nunu1252
asil1242	Asilulu	asl	aust1307/mala1545/nunu1252/piru1243/west2843
boan1242	Boano (Maluku)	bzn	aust1307/mala1545/nunu1252/piru1243/west2843/hoam1238/east2468
lari1255	Larike-Wakasihu	alo	aust1307/mala1545/nunu1252/piru1243/west2843/hoam1238/east2468
mani1297	Manipa	mqp	aust1307/mala1545/nunu1252/piru1243/west2843/hoam1238/west2853
luhu1243	Luhu-Piru	lcq	aust1307/mala1545/nunu1252/piru1243/west2843/hoam1238/west2853
telu1263	Teluti	tlt	aust1307/mala1545/nunu1252/piru1243/east2752/east2757
sepa1242	Sepa (Indonesia)	spb	aust1307/mala1545/nunu1252/piru1243/east2752/east2757
paul1238	Paulohi	plh	aust1307/mala1545/nunu1252/piru1243/east2752/sole1243
kaib1244	Kaibobo	kzb	aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270
tule1244	Tulehu	tlu	aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270/ambo1254/nort3236
hitu1239	Hitu	htu	aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270/ambo1254/nort3236
seit1239	Seit-Kaitetu	hik	aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270/ambo1254/cent2289
laha1251	Laha (Indonesia)	lhh	aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270/ambo1254/cent2289
kama1362	Kamarian	kzx	aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270/ulia1238
haru1244	Haruku	hrk	aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270/ulia1238/hatu1247
sapa1251	Saparua	spr	aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270/ulia1238/hatu1247/hatu1244/sapa1250
latu1237	Latu	ltu	aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270/ulia1238/hatu1247/hatu1244/sapa1250
nusa1245	Nusa Laut	nul	aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270/ulia1238/hatu1247/hatu1244/elpa1239
amah1245	Amahai	amq	aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270/ulia1238/hatu1247/hatu1244/elpa1239
nort2864	Wemale	weo	aust1307/mala1545/nunu1252/thre1238
yala1266	Yalahatan-Haruru-Awaiya	jal	aust1307/mala1545/nunu1252/thre1238/amal1243
lisa1239	Lisabata-Nuniali	lcs	aust1307/mala1545/nunu1252/thre1238/amal1243/nort3221
loun1239	Loun	lox	aust1307/mala1545/nunu1252/thre1238/amal1243/nort3221
hulu1246	Hulung	huk	aust1307/mala1545/nunu1252/thre1238/amal1243/nort3221
sale1244	Saleman	sau	aust1307/mala1545/nunu1252/thre1238/amal1243/nort3221
naka1263	Naka'ela	nae	aust1307/mala1545/nunu1252/thre1238/amal1243/nort3221/ulat1237
alun1238	Alune	alp	aust1307/mala1545/nunu1252/thre1238/amal1243/nort3221/ulat1237
nort2867	North Nuaulu	nni	aust1307/mala1545/nunu1252/pata1263/nuau1240
sout2895	South Nuaulu	nxl	aust1307/mala1545/nunu1252/pata1263/nuau1240
huau1237	Huaulu	hud	aust1307/mala1545/nunu1252/pata1263/manu1263
manu1258	Manusela	wha	aust1307/mala1545/nunu1252/pata1263/manu1263
beny1237	Benyadu'	byd	aust1307/mala1545/land1261/beny1238
beka1241	Riuk Bekati'	bei	aust1307/mala1545/land1261/beny1238/baka1275
sara1329	Sara Bakati'	sre	aust1307/mala1545/land1261/beny1238/baka1275/rara1236
rara1235	Rara Bakati'	lra	aust1307/mala1545/land1261/beny1238/baka1275/rara1236
kemb1249	Mateq	xem	aust1307/mala1545/land1261/bida1239/sout2922
ribu1241	Ribun	rir	aust1307/mala1545/land1261/bida1239/sout2922
jang1257	Jangkang	djo	aust1307/mala1545/land1261/bida1239/sout2922
sema1269	Onya Darat	sdm	aust1307/mala1545/land1261/bida1239/sout2922
sang1339	Sanggau	scg	aust1307/mala1545/land1261/bida1239/sout2922
baub1235	Bau-Jagoi Bidayuh	sne	aust1307/mala1545/land1261/bida1239/bida1237
biat1246	Biatah Bidayuh	bth	aust1307/mala1545/land1261/bida1239/bida1237
trin1271	Tringgus-Sembaan Bidayuh	trx	aust1307/mala1545/land1261/bida1239/bida1237
buka1257	Bukar-Sadung Bidayuh	sdo	aust1307/mala1545/land1261/bida1239/bida1237/sado1238
reja1240	Rejang	rej	aust1307/mala1545/land1261/bida1239/bida1237/sado1238
umir1236	Umiray Dumaget Agta	due	aust1307/mala1545/grea1284
molb1237	Molbog	pwm	aust1307/mala1545/grea1284/pala1354/sout3165/molb1238
cent2091	Central Palawano	plc	aust1307/mala1545/grea1284/pala1354/sout3165/molb1238/nucl1738
sout2916	Southwest Palawano	plv	aust1307/mala1545/grea1284/pala1354/sout3165/molb1238/nucl1738/broo1240
broo1239	Brooke's Point Palawano	plw	aust1307/mala1545/grea1284/pala1354/sout3165/molb1238/nucl1738/broo1240
tagb1258	Tagbanwa	tbw	aust1307/mala1545/grea1284/pala1354/nort3185
cent2090	Central Tagbanwa	tgt	aust1307/mala1545/grea1284/pala1354/nort3185/bata1317
bata1301	Batak	bya	aust1307/mala1545/grea1284/pala1354/nort3185/bata1317
lapu1236	Lapuyan Subanun	laa	aust1307/mala1545/grea1284/suba1253/nucl1726
nort2885	Northern Subanen	stb	aust1307/mala1545/grea1284/suba1253/nucl1726/east2769
east2694	Eastern Subanen	sfe	aust1307/mala1545/grea1284/suba1253/nucl1726/east2769
cent2089	Central Subanen	syb	aust1307/mala1545/grea1284/suba1253/nucl1726/east2769
koli1253	Kolibugan Subanon	skn	aust1307/mala1545/grea1284/suba1253/west2811
west2557	Western Subanon	suc	aust1307/mala1545/grea1284/suba1253/west2811
mama1275	Mamanwa	mmn	aust1307/mala1545/grea1284/cent2246
alab1246	Alabat Island Agta	dul	aust1307/mala1545/grea1284/cent2246/alab1255
cama1250	Camarines Norte Agta	abd	aust1307/mala1545/grea1284/cent2246/alab1255
cebu1242	Cebuano	ceb	aust1307/mala1545/grea1284/cent2246/bisa1268
bant1288	Bantoanon	bno	aust1307/mala1545/grea1284/cent2246/bisa1268
ataa1240	Ata	atm	aust1307/mala1545/grea1284/cent2246/bisa1268/unun9997
akla1240	Aklanon	akl	aust1307/mala1545/grea1284/cent2246/bisa1268/west2820
inon1237	Inonhan	loc	aust1307/mala1545/grea1284/cent2246/bisa1268/west2820
cuyo1237	Cuyonon	cyo	aust1307/mala1545/grea1284/cent2246/bisa1268/west2820/kuya1251
calu1238	Caluyanun	clu	aust1307/mala1545/grea1284/cent2246/bisa1268/west2820/kuya1251/data1234
rata1245	Ratagnon	btn	aust1307/mala1545/grea1284/cent2246/bisa1268/west2820/kuya1251/data1234
sulo1237	Sulod	srg	aust1307/mala1545/grea1284/cent2246/bisa1268/west2820/kina1255
kina1250	Kinaray-a	krj	aust1307/mala1545/grea1284/cent2246/bisa1268/west2820/kina1255
maga1264	Southern Binukidnon	mtw	aust1307/mala1545/grea1284/cent2246/bisa1268/negr1236
karo1299	Northern Binukidnon	kyn	aust1307/mala1545/grea1284/cent2246/bisa1268/negr1236
romb1245	Romblomanon	rol	aust1307/mala1545/grea1284/cent2246/bisa1268/cent2263
wara1299	Waray Sorsogon	srv	aust1307/mala1545/grea1284/cent2246/bisa1268/cent2263/wara1304
kina1252	Kinabalian	cbw	aust1307/mala1545/grea1284/cent2246/bisa1268/cent2263/wara1304/sama1315
wara1300	Waray (Philippines)	war	aust1307/mala1545/grea1284/cent2246/bisa1268/cent2263/wara1304/sama1315
bayb1234	Baybayanon	bvy	aust1307/mala1545/grea1284/cent2246/bisa1268/cent2263/wara1304/sama1315
poro1253	Porohanon	prh	aust1307/mala1545/grea1284/cent2246/bisa1268/cent2263/peri1261
bant1293	Bantayanon	bfx	aust1307/mala1545/grea1284/cent2246/bisa1268/cent2263/peri1261
masb1238	Masbatenyo	msb	aust1307/mala1545/grea1284/cent2246/bisa1268/cent2263/peri1261/masb1239
masb1237	Masbate Sorsogon	bks	aust1307/mala1545/grea1284/cent2246/bisa1268/cent2263/peri1261/masb1239
capi1239	Capiznon	cps	aust1307/mala1545/grea1284/cent2246/bisa1268/cent2263/peri1261/capi1240
hili1240	Hiligaynon	hil	aust1307/mala1545/grea1284/cent2246/bisa1268/cent2263/peri1261/capi1240
suri1273	Surigaonon	sgd	aust1307/mala1545/grea1284/cent2246/bisa1268/sout3175/suri1274
tand1258	Tandaganon	tgn	aust1307/mala1545/grea1284/cent2246/bisa1268/sout3175/suri1274
taus1251	Tausug	tsg	aust1307/mala1545/grea1284/cent2246/bisa1268/sout3175/butu1243
butu1244	Butuanon	btw	aust1307/mala1545/grea1284/cent2246/bisa1268/sout3175/butu1243
kama1363	Kamayo	kyk	aust1307/mala1545/grea1284/cent2246/mans1261
dava1245	Davawenyo	daw	aust1307/mala1545/grea1284/cent2246/mans1261
taga1268	Tagakaulu Kalagan	klg	aust1307/mala1545/grea1284/cent2246/mans1261/west2552
kaga1255	Kagan Kalagan	kll	aust1307/mala1545/grea1284/cent2246/mans1261/west2552/kaga1259
kala1388	Kalagan	kqe	aust1307/mala1545/grea1284/cent2246/mans1261/west2552/kaga1259
mans1262	Mansaka	msk	aust1307/mala1545/grea1284/cent2246/mans1261/east2477
kara1489	Mandaya	mry	aust1307/mala1545/grea1284/cent2246/mans1261/east2477
kasi1256	Kasiguranin	ksn	aust1307/mala1545/grea1284/cent2246/taga1280
taga1270	Tagalog	tgl	aust1307/mala1545/grea1284/cent2246/taga1280/taga1269
fili1244	Filipino	fil	aust1307/mala1545/grea1284/cent2246/taga1280/taga1269
nort2883	Northern Catanduanes Bicolano	cts	aust1307/mala1545/grea1284/cent2246/biko1240
alba1269	Inland-Buhi-Daraga Bikol	bhk	aust1307/mala1545/grea1284/cent2246/biko1240/inla1266
irig1242	Iriga Bicolano	bto	aust1307/mala1545/grea1284/cent2246/biko1240/inla1266
mtir1236	Mt. Iraya Agta	atl	aust1307/mala1545/grea1284/cent2246/biko1240/inag1234
mtir1235	Mt. Iriga Agta	agz	aust1307/mala1545/grea1284/cent2246/biko1240/inag1234
isar1235	Isarog Agta	agk	aust1307/mala1545/grea1284/cent2246/biko1240/inag1234
cent2087	Coastal-Naga Bikol	bcl	aust1307/mala1545/grea1284/cent2246/biko1240/coas1315
sout2912	Coastal-Virac Bikol	bln	aust1307/mala1545/grea1284/cent2246/biko1240/coas1315
hanu1241	Hanunoo	hnn	aust1307/mala1545/grea1284/sout2915
buhi1245	Buhid	bku	aust1307/mala1545/grea1284/sout2915/buhi1244
west2559	Western Tawbuid	twb	aust1307/mala1545/grea1284/sout2915/buhi1244/bata1318
east2482	Eastern Tawbuid	bnj	aust1307/mala1545/grea1284/sout2915/buhi1244/bata1318
mara1404	Maranao	mrw	aust1307/mala1545/grea1284/dana1253
magu1243	Maguindanao	mdh	aust1307/mala1545/grea1284/dana1253
iran1262	Iranun	ill	aust1307/mala1545/grea1284/dana1253
kaga1256	Kagayanen	cgc	aust1307/mala1545/grea1284/mano1276/nort2884
cina1236	Cinamiguin Manobo	mkx	aust1307/mala1545/grea1284/mano1276/nort2884/kina1254
higa1237	Higaonon	mba	aust1307/mala1545/grea1284/mano1276/nort2884/kina1254/buki1251
binu1244	Talaandig-Binukid	bkd	aust1307/mala1545/grea1284/mano1276/nort2884/kina1254/buki1251
taga1272	Tagabawa	bgs	aust1307/mala1545/grea1284/mano1276/cent2255/sout2913
sara1327	Sarangani Manobo	mbs	aust1307/mala1545/grea1284/mano1276/cent2255/sout2913/sara1347
cota1241	Cotabato Manobo	mta	aust1307/mala1545/grea1284/mano1276/cent2255/sout2913/sara1347
atam1240	Ata Manobo	atd	aust1307/mala1545/grea1284/mano1276/cent2255/east2778/east2742/cent2088
mati1250	Matigsalug Manobo	mbt	aust1307/mala1545/grea1284/mano1276/cent2255/east2778/east2742/cent2088
diba1242	Dibabawon Manobo	mbd	aust1307/mala1545/grea1284/mano1276/cent2255/east2778/east2742/east2478
raja1254	Rajah Kabunsuwan Manobo	mqk	aust1307/mala1545/grea1284/mano1276/cent2255/east2778/east2742/east2478
agus1235	Agusan Manobo	msm	aust1307/mala1545/grea1284/mano1276/cent2255/east2778/east2742/east2478
obom1235	Obo Manobo	obo	aust1307/mala1545/grea1284/mano1276/cent2255/east2778/west2829
west2555	Western Bukidnon Manobo	mbb	aust1307/mala1545/grea1284/mano1276/cent2255/east2778/west2829/west2554
ilia1236	Ilianen Manobo	mbi	aust1307/mala1545/grea1284/mano1276/cent2255/east2778/west2829/west2554
goro1259	Gorontalo	gor	aust1307/mala1545/grea1284/goro1257/goro1273
kaid1239	Kaidipang	kzp	aust1307/mala1545/grea1284/goro1257/goro1273
bint1245	Bintauna	bne	aust1307/mala1545/grea1284/goro1257/goro1273
buol1237	Buol	blf	aust1307/mala1545/grea1284/goro1257/goro1273
lola1250	Lolak	llq	aust1307/mala1545/grea1284/goro1257/goro1273
suwa1241	Suwawa	swu	aust1307/mala1545/grea1284/goro1257/goro1273
bola1252	Bolango	bld	aust1307/mala1545/grea1284/goro1257/goro1273
pono1240	Ponosakan	pns	aust1307/mala1545/grea1284/goro1257/mong1346
mong1342	Mongondow	mog	aust1307/mala1545/grea1284/goro1257/mong1346
ibat1238	Ibatan	ivb	aust1307/mala1545/bata1315
yami1254	Yami	tao	aust1307/mala1545/bata1315/yami1257
ivat1242	Itbayat	ivv	aust1307/mala1545/bata1315/yami1257
gayo1244	Gayo	gay	aust1307/mala1545/nort2829
sime1241	Simeulue	smr	aust1307/mala1545/nort2829/nucl1463
ment1249	Mentawai	mwv	aust1307/mala1545/nort2829/nucl1463/ment1248
nias1242	Nias	nia	aust1307/mala1545/nort2829/nucl1463/ment1248/nias1241
siku1242	Sikule	skh	aust1307/mala1545/nort2829/nucl1463/ment1248/nias1241
bata1288	Batak Simalungun	bts	aust1307/mala1545/nort2829/toba1265/sout3166
bata1289	Batak Toba	bbc	aust1307/mala1545/nort2829/toba1265/sout3166/sout2849
bata1290	Batak Angkola	akb	aust1307/mala1545/nort2829/toba1265/sout3166/sout2849/angk1248
bata1291	Batak Mandailing	btm	aust1307/mala1545/nort2829/toba1265/sout3166/sout2849/angk1248
bata1292	Batak Alas-Kluet	btz	aust1307/mala1545/nort2829/toba1265/nort2831
bata1293	Batak Karo	btx	aust1307/mala1545/nort2829/toba1265/nort2831
bata1294	Batak Dairi	btd	aust1307/mala1545/nort2829/toba1265/nort2831
bedo1237	Bedoanas	bed	aust1307/mala1545/tani1260/east2900/bomb1263
erok1237	Erokwanas	erw	aust1307/mala1545/tani1260/east2900/bomb1263
argu1237	Arguni	agf	aust1307/mala1545/tani1260/east2900/bomb1263
irar1238	Irarutu	irh	aust1307/mala1545/tani1260/east2900/nabi1238
kuri1260	Nabi	nbn	aust1307/mala1545/tani1260/east2900/nabi1238
kurr1245	Kur	kuv	aust1307/mala1545/tani1260/teor1239
teor1240	Teor	tev	aust1307/mala1545/tani1260/teor1239
ford1242	Fordata	frd	aust1307/mala1545/tani1260/keit1238/keif1237
keii1239	Kei	kei	aust1307/mala1545/tani1260/keit1238/keif1237
yamd1240	Yamdena	jmd	aust1307/mala1545/tani1260/keit1238/yamd1241
seka1247	Sekar	skz	aust1307/mala1545/tani1260/keit1238/yamd1241/onin1244
urua1244	Uruangnirin	urn	aust1307/mala1545/tani1260/keit1238/yamd1241/onin1244
onin1245	Onin	oni	aust1307/mala1545/tani1260/keit1238/yamd1241/onin1244
lemo1243	Lemolang	ley	aust1307/mala1545/sout2923
sela1260	Selayar	sly	aust1307/mala1545/sout2923/maka1310
bent1237	Bentong	bnu	aust1307/mala1545/sout2923/maka1310/nucl1727
maka1311	Makasar	mak	aust1307/mala1545/sout2923/maka1310/nucl1727
coas1295	Coastal Konjo	kjc	aust1307/mala1545/sout2923/maka1310/konj1250
high1275	Highland Konjo	kjk	aust1307/mala1545/sout2923/maka1310/konj1250
bugi1244	Buginese	bug	aust1307/mala1545/sout2923/bugi1243/bugi1245
camp1262	Campalagian	cml	aust1307/mala1545/sout2923/bugi1243/bugi1245
tama1335	Taman (Indonesia)	tmn	aust1307/mala1545/sout2923/bugi1243/tama1334
emba1238	Embaloh	emb	aust1307/mala1545/sout2923/bugi1243/tama1334
mamu1255	Mamuju	mqx	aust1307/mala1545/sout2923/nort2894
mand1442	Mandar	mdr	aust1307/mala1545/sout2923/nort2894
maiw1250	Maiwa (Indonesia)	wmm	aust1307/mala1545/sout2923/nort2894/mase1250
mali1283	Malimpung	mli	aust1307/mala1545/sout2923/nort2894/mase1250
duri1242	Duri	mvp	aust1307/mala1545/sout2923/nort2894/mase1250
enre1239	Enrekang	ptt	aust1307/mala1545/sout2923/nort2894/mase1250
tora1261	Toraja-Sa'dan	sda	aust1307/mala1545/sout2923/nort2894/tora1260
taee1237	Tae'	rob	aust1307/mala1545/sout2923/nort2894/tora1260
talo1251	Talondo'	tln	aust1307/mala1545/sout2923/nort2894/tora1260
mama1276	Mamasa	mqj	aust1307/mala1545/sout2923/nort2894/tora1260
kalu1247	Kalumpang	kli	aust1307/mala1545/sout2923/nort2894/tora1260
pann1239	Pannei	pnc	aust1307/mala1545/sout2923/nort2894/pitu1237
dakk1238	Dakka	dkk	aust1307/mala1545/sout2923/nort2894/pitu1237
aral1243	Aralle-Tabulahan	atq	aust1307/mala1545/sout2923/nort2894/pitu1237/mata1312
bamb1270	Bambam	ptu	aust1307/mala1545/sout2923/nort2894/pitu1237/mata1312
ulum1237	Ulumanda'	ulm	aust1307/mala1545/sout2923/nort2894/pitu1237/mata1312
ramp1243	Rampi	lje	aust1307/mala1545/sout2923/ramp1244
seko1243	Seko Padang	skx	aust1307/mala1545/sout2923/ramp1244/seko1241
seko1242	Seko Tengah	sko	aust1307/mala1545/sout2923/ramp1244/seko1241
budo1241	Budong-Budong	bdx	aust1307/mala1545/sout2923/ramp1244/seko1241/pana1302
pana1303	Panasuan	psn	aust1307/mala1545/sout2923/ramp1244/seko1241/pana1302
bada1261	Bada (Indonesia)	bhz	aust1307/mala1545/sout2923/ramp1244/bada1260
napu1241	Napu	npy	aust1307/mala1545/sout2923/ramp1244/bada1260
beso1237	Besoa	bep	aust1307/mala1545/sout2923/ramp1244/bada1260
ambe1248	Ambelau	amv	aust1307/mala1545/west2817
sula1248	Sula	szn	aust1307/mala1545/west2817/sula1247
huku1237	Hukumina	huw	aust1307/mala1545/west2817/sula1247/buru1322
lise1239	Lisela	lcl	aust1307/mala1545/west2817/sula1247/buru1322
buru1303	Buru (Indonesia)	mhs	aust1307/mala1545/west2817/sula1247/buru1322
wotu1240	Wotu	wtw	aust1307/mala1545/cele1242/kail1255/wotu1239
laiy1246	Laiyolo	lji	aust1307/mala1545/cele1242/kail1255/wotu1239/isla1281/kala1393
