ID	Name	ISO639P3code	Classification
vinc1243	Vincentian Creole English	svc	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/vinc1244
toba1282	Tobagonian Creole English	tgh	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/vinc1244/gren1248
gren1247	Grenadian Creole English	gcl	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/vinc1244/gren1248
anti1245	Antigua and Barbuda Creole English	aig	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/gull1242
afro1254	Afro-Seminole Creole	afs	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/gull1242/gull1243
gull1241	Sea Island Creole English	gul	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/gull1242/gull1243
turk1310	Turks And Caicos Creole English	tch	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/gull1242/gull1243/baha1261
baha1260	Bahamas Creole English	bah	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/gull1242/gull1243/baha1261
virg1240	Virgin Islands Creole English	vic	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/barb1266
trin1276	Trinidadian Creole English	trf	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/barb1266/barb1267
creo1235	Guyanese Creole English	gyn	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/barb1266/barb1267
baja1265	Bajan	bjs	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/barb1266/barb1267
limo1249	Limonese Creole	qlm	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/west2854/jama1264
jama1262	Jamaican Creole English	jam	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/west2854/jama1264
sana1297	San Andres Creole English	icr	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/west2854/misk1243
nica1252	Nicaragua Creole English	bzk	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/west2854/misk1243/beli1261
beli1260	Belize Kriol English	bzj	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/west2854/misk1243/beli1261
sara1340	Saramaccan	srm	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/suri1275
sran1240	Sranan Tongo	srn	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/suri1275/sran1241
ndyu1242	Aukan	djk	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/suri1275/sran1241/suri1272
kwin1243	Kwinti	kww	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/suri1275/sran1241/suri1272
krio1253	Krio	kri	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/west2851
fern1234	Pichi	fpe	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/west2851
ghan1244	Ghanaian Pidgin English	gpe	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/west2851/coas1331
came1254	Cameroon Pidgin	wes	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/west2851/coas1331/nige1258
nige1257	Nigerian Pidgin	pcm	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/west2851/coas1331/nige1258
sate1242	Ems-Weser Frisian	stq	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239
nort2626	Northern Frisian	frr	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239
oldf1241	Old Frisian	ofs	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239
west2354	Western Frisian	fry	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/mode1264/west2902
olds1250	Old Saxon	osx	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/alts1234
midd1318	Middle Low German	gml	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/alts1234/midd1345
west2356	Westphalic	wep	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/alts1234/midd1345/lowg1239/west2357
gron1242	Gronings	gos	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/alts1234/midd1345/lowg1239/west2357/ostf1234
nort2628	German Northern Low Saxon	frs	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/alts1234/midd1345/lowg1239/west2357/ostf1234
nort2627	Eastern Low German	nds	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/alts1234/midd1345/lowg1239/east2291
plau1238	Plautdietsch	pdt	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/alts1234/midd1345/lowg1239/east2291
juti1236	Jutish	jut	indo1319/clas1257/germ1287/nort3152/nort3160/sout3248
dani1285	Danish	dan	indo1319/clas1257/germ1287/nort3152/nort3160/sout3248
oldn1244	Old Norse	non	indo1319/clas1257/germ1287/nort3152/nort3160/west2805
norw1258	Norwegian	nor	indo1319/clas1257/germ1287/nort3152/nort3160/west2805
icel1247	Icelandic	isl	indo1319/clas1257/germ1287/nort3152/nort3160/west2805/icel1246
faro1244	Faroese	fao	indo1319/clas1257/germ1287/nort3152/nort3160/west2805/icel1246
dale1238	Dalecarlian	qer	indo1319/clas1257/germ1287/nort3152/nort3160/nort3266/east2780
swed1254	Swedish	swe	indo1319/clas1257/germ1287/nort3152/nort3160/nort3266/east2780/east2781
tokh1242	Tokharian A	xto	indo1319/clas1257/tokh1241
tokh1243	Tokharian B	txb	indo1319/clas1257/tokh1241
phry1239	Phrygian	xpg	indo1319/clas1257/grae1234
tsak1248	Tsakonian	tsd	indo1319/clas1257/grae1234/gree1276/nort3405
myce1241	Achaean Greek	gmy	indo1319/clas1257/grae1234/gree1276/east2798
anci1242	Ionic-Attic Ancient Greek	grc	indo1319/clas1257/grae1234/gree1276/east2798/cent2404
yeva1238	Yevanic	yej	indo1319/clas1257/grae1234/gree1276/east2798/cent2404/koin1234/mode1266
pont1253	Pontic	pnt	indo1319/clas1257/grae1234/gree1276/east2798/cent2404/koin1234/mode1266/pont1257
capp1239	Cappadocian Greek	cpg	indo1319/clas1257/grae1234/gree1276/east2798/cent2404/koin1234/mode1266/pont1257
roma1240	Romano-Greek	rge	indo1319/clas1257/grae1234/gree1276/east2798/cent2404/koin1234/mode1266/nucl1783
mode1248	Modern Greek	ell	indo1319/clas1257/grae1234/gree1276/east2798/cent2404/koin1234/mode1266/nucl1783
anga1290	Angaataha	agm	anga1289
yagw1240	Yagwoia	ygw	anga1289/nucl1763
simb1255	Simbari	smb	anga1289/nucl1763/baru1271
baru1267	Baruya	byr	anga1289/nucl1763/baru1271
safe1240	Safeyoka	apz	anga1289/nucl1763/nort3145
kawa1276	Kawacha	kcb	anga1289/nucl1763/nort3145
kama1360	Kamasa	klp	anga1289/nucl1763/nort3145/kama1359
susu1251	Susuami	ssu	anga1289/nucl1763/nort3145/kama1359
anka1246	Ankave	aak	anga1289/nucl1763/sout3130
akoy1238	Akoye	miw	anga1289/nucl1763/sout3130/tain1255
tain1253	Tainae	ago	anga1289/nucl1763/sout3130/tain1255
meny1245	Menya	mcr	anga1289/nucl1763/kapa1251
hamt1247	Hamtai	hmt	anga1289/nucl1763/kapa1251
naii1241	Nai	bio	kwom1263
nucl1593	Kwomtari	kwo	kwom1263
chay1248	Shawi	cbt	cahu1265
jebe1250	Jebero	jeb	cahu1265
jaqa1244	Jaqaru	jqr	ayma1253/tupe1234
cent2142	Central Aymara	ayr	ayma1253/nucl1667
sout2996	Southern Aymara	ayc	ayma1253/nucl1667
djee1236	Djeebbana	djj	mani1293
naka1260	Nakara	nck	mani1293/bure1237
gura1252	Guragone	gge	mani1293/bure1237/bure1238
bura1267	Burarra	bvr	mani1293/bure1237/bure1238
aman1265	Amanab	amn	bord1247/wari1265
seng1285	Senggi	snu	bord1247/wari1265/nucl1773
mane1266	Manem	jet	bord1247/wari1265/nucl1773
wari1266	Waris	wrs	bord1247/wari1265/nucl1773
imon1245	Imonda	imn	bord1247/wari1265/nucl1773
umed1238	Umeda-Punda	upi	bord1247/wari1265/nucl1773/wain1248
sowa1245	Sowanda	sow	bord1247/wari1265/nucl1773/wain1248
auwe1239	Auwe	smf	bord1247/wari1265/nucl1773/simo1242
daon1243	Daonda	dnd	bord1247/wari1265/nucl1773/simo1242
taik1255	Taikat	aos	bord1247/taik1254
awyi1241	Awyi	auw	bord1247/taik1254
ning1275	Ningera	nby	bord1247/bewa1242
pagi1244	Pagi	pgi	bord1247/bewa1242/pagi1245
kilm1241	Kilmeri	kih	bord1247/bewa1242/pagi1245
ainb1238	Ainbai	aic	bord1247/bewa1242/pagi1245
sind1281	Sindarin	sjn	arti1236
ling1267	Lingua Franca Nova	lfn	arti1236
roma1338	Romanova	rmv	arti1236
novi1234	Novial	nov	arti1236
quen1234	Quenya	qya	arti1236
renn1236	Rennellese Sign Language	rsi	arti1236
klin1234	Klingon	tlh	arti1236
vola1234	Volapük	vol	arti1236
neoa1234	Neo (Artificial Language)	neu	arti1236
eska1234	Eskayan	esy	arti1236
dutt1234	Dutton World Speedwords	dws	arti1236
talo1253	Talossan	tzl	arti1236
lojb1234	Lojban	jbo	arti1236
nkoa1234	N'Ko	nqo	arti1236
inte1260	Interlingue (Occidental)	ile	arti1236
blis1239	Blissymbols	zbl	arti1236
inte1239	Interlingua (International Auxiliary Language Association)	ina	arti1236
laad1235	Láadan	ldn	arti1236
kota1280	Kotava	avk	arti1236
inte1261	Interglossa	igs	arti1236
brit1244	Brithenig	bzt	arti1236
toki1239	Toki Pona	tok	arti1236
afri1275	Afrihili	afh	arti1236
espe1235	Esperanto	epo	arti1236/espe1236
idoo1234	Ido	ido	arti1236/espe1236
maja1242	Majang	mpe	surm1244
kweg1241	Kwegu	xwg	surm1244/sout2836/sout2837
meen1242	Me'en	mym	surm1244/sout2836/sout2837/past1248
suri1267	Tirma-Chai	suq	surm1244/sout2836/sout2837/past1248/suri1266
murs1242	Mursi	muz	surm1244/sout2836/sout2837/past1248/suri1266
tenn1246	Tennet	tex	surm1244/sout2836/sout2838/didi1256
murl1244	Murle	mur	surm1244/sout2836/sout2838/didi1256
nari1240	Narim	loh	surm1244/sout2836/sout2838/didi1256/didi1257
didi1258	Didinga	did	surm1244/sout2836/sout2838/didi1256/didi1257
kaci1244	Kacipo-Balesi	koe	surm1244/sout2836/sout2838/baal1234
nucl1649	Southern-Coastal Tsimshian	tsi	tsim1258
gitx1241	Gitxsan	git	tsim1258/nish1242
nisg1240	Nisga'a	ncg	tsim1258/nish1242
tima1241	Tima	tms	katl1246
katl1237	Katla	kcr	katl1246/katl1236
domu1245	Domu	dof	mail1249
mora1273	Morawa	mze	mail1249
mail1248	Mailu	mgu	mail1249
laua1245	Laua	luf	mail1249
bina1275	Binahari-Neme	bxz	mail1249/bina1273
bauw1240	Bauwaki	bwk	mail1249/bauw1241
dago1245	Dagoman	dgn	yang1287
ward1246	Wardaman	wrr	yang1287
yang1288	Yangman	jng	yang1287
nucl1327	Limilngan	lmc	limi1242
wuln1239	Wulna	wux	limi1242
kala1400	Central Kalapuya	kyl	kala1402
tual1242	Tualatin-Yamhill	nrt	kala1402
yonc1234	Yoncalla	sxk	kala1402
haru1245	Haruai	tmd	piaw1238
pina1252	Pinai-Hagahai	pnn	piaw1238
sawe1240	Saweru	swr	yawa1259
nucl1454	Yawa	yva	yawa1259
kott1239	Kott-Assan	zko	yeni1252/sout2751
pump1237	Pumpokol	xpm	yeni1252/sout2751/arin1242
arin1243	Arin	xrn	yeni1252/sout2751/arin1242
yugh1239	Yugh	yug	yeni1252/nort2746
kett1243	Ket	ket	yeni1252/nort2746
duru1236	Duruwa	pci	drav1251/cent2227/parj1243
mudh1235	Mudhili Gadaba	gau	drav1251/cent2227/parj1243/olla1234
pott1240	Pottangi Ollar Gadaba	gdb	drav1251/cent2227/parj1243/olla1234
nort2699	Northwestern Kolami	kfb	drav1251/cent2227/kola1242
sout1549	Southeastern Kolami	nit	drav1251/cent2227/kola1242
khir1237	Khirwar	kwx	drav1251/unun9890
brah1256	Brahui	brh	drav1251/nort2698
kuru1301	Kurukh	kru	drav1251/nort2698/kuru1300
kuma1274	Kumarbhag Paharia	kmj	drav1251/nort2698/kuru1300/malt1248
saur1249	Sauria Paharia	mjt	drav1251/nort2698/kuru1300/malt1248
wadd1237	Waddar	wbq	drav1251/sout3133/sout3139/telu1265
mukh1238	Mukha-Dora	mmk	drav1251/sout3133/sout3139/telu1265
telu1262	Telugu	tel	drav1251/sout3133/sout3139/telu1265
chen1255	Chenchu	cde	drav1251/sout3133/sout3139/telu1265
kond1295	Konda-Dora	kfc	drav1251/sout3133/sout3139/kond1294
mand1413	Manda (India)	mha	drav1251/sout3133/sout3139/kond1294/mand1411/mand1412
peng1244	Pengo	peg	drav1251/sout3133/sout3139/kond1294/mand1411/mand1412
kuvi1243	Kuvi	kxv	drav1251/sout3133/sout3139/kond1294/mand1411/kuik1244
kuii1252	Kui (India)	kxu	drav1251/sout3133/sout3139/kond1294/mand1411/kuik1244
nort2702	Northern Gondi	gno	drav1251/sout3133/sout3139/gond1265/nort3258
west2408	Western Muria	mut	drav1251/sout3133/sout3139/gond1265/nort3258/sout3367/muri1262
east2340	Eastern Muria	emu	drav1251/sout3133/sout3139/gond1265/nort3258/sout3367/muri1262
utno1237	Adilabad Gondi	wsg	drav1251/sout3133/sout3139/gond1265/nort3258/sout3367/sout2711
farw1235	Far Western Muria	fmu	drav1251/sout3133/sout3139/gond1265/nort3258/sout3367/sout2711/east2880
aher1237	Aheri Gondi	esg	drav1251/sout3133/sout3139/gond1265/nort3258/sout3367/sout2711/east2880
mari1414	Maria (India)	mrr	drav1251/sout3133/sout3139/gond1265/sout3234
dand1238	Dandami Maria	daq	drav1251/sout3133/sout3139/gond1265/sout3234/hill1257
koya1251	Koya	kff	drav1251/sout3133/sout3139/gond1265/sout3234/hill1257
kota1263	Kota (India)	kfe	drav1251/sout3133/sout3138/tami1291/tami1292
toda1252	Toda	tcx	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293
irul1243	Irula of the Nilgiri	iru	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/irul1245
mudu1239	Muduga	udg	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/irul1245/mudu1245
atta1243	Attapady Kurumba	pkr	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/irul1245/mudu1245
koda1255	Kodava	kfa	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297
ural1274	Urali of Idukki	url	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297
oldt1248	Old Tamil	oty	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/tami1299
mala1468	Malapandaram	mjp	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/tami1299
mala1457	Mala Malasar	ima	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/tami1299
mann1246	Mannan	mjv	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/tami1299/muth1243
muth1236	Muthuvan	muv	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/tami1299/muth1243
tami1289	Tamil	tam	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/tami1299/tami1300
pali1274	Paliyan	pcf	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/tami1299/tami1300
kaik1244	Kaikadi	kep	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/tami1299/yeru1242
patt1247	Pattapu	ptq	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/tami1299/yeru1242
yeru1240	Yerukula	yeu	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/tami1299/yeru1242
mala1458	Malasar	ymr	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/tami1299/mala1550
erav1242	Eravallan	era	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/tami1299/mala1550
waya1264	Wayanad Chetti	ctt	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/mala1541
mala1466	Malaryan	mjq	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/mala1541
mala1463	Malavedan	mjr	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/mala1541
ulla1237	Ullatan	ull	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/mala1541
thac1235	Thachanadan	thn	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/mala1541
vish1243	Vishavan	vis	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/mala1541
kada1242	Kadar	kej	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/mala1541
mala1459	Malankuravan	mjo	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/mala1541
aran1261	Aranadan	aaf	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/mala1541
kuri1256	Kurichiya	kfh	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/mala1541
kani1275	Kanikkaran	kev	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/mala1541
mala1464	Malayalam	mal	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/mala1541
mull1244	Mullu Kurumba	kpb	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/mala1541
alla1247	Allar	all	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/mala1541
ravu1237	Ravula	yea	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/mala1541/ravu1238
pani1256	Paniya	pcg	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/mala1541/ravu1238
kala1255	Kalanadi	wkl	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/mala1541/kala1406
kund1253	Kunduvadi	wku	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/mala1541/kala1406
path1235	Pathiya	pty	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/mala1541/kala1406
bada1257	Badaga	bfq	drav1251/sout3133/sout3138/tami1291/bada1263
aluk1238	Alu Kurumba	xua	drav1251/sout3133/sout3138/tami1291/bada1263/kann1259
shol1240	Sholaga	sle	drav1251/sout3133/sout3138/tami1291/bada1263/kann1259
jenn1240	Jennu Kurumba	xuj	drav1251/sout3133/sout3138/tami1291/bada1263/kann1259
holi1239	Holiya	hoy	drav1251/sout3133/sout3138/tami1291/bada1263/kann1259
bett1235	Betta Kurumba	xub	drav1251/sout3133/sout3138/tami1291/bada1263/kann1259
maun1243	Maundadan Chetti	cty	drav1251/sout3133/sout3138/tami1291/bada1263/kann1259
oldk1250	Old Kannada	qkn	drav1251/sout3133/sout3138/tami1291/bada1263/kann1259/kann1255
nucl1305	Kannada	kan	drav1251/sout3133/sout3138/tami1291/bada1263/kann1259/kann1255
bell1261	Bellari	brw	drav1251/sout3133/sout3138/tulu1261
korr1238	Korra Koraga	kfd	drav1251/sout3133/sout3138/tulu1261/kora1289
mudu1241	Mudu Koraga	vmd	drav1251/sout3133/sout3138/tulu1261/kora1289
tulu1258	Tulu	tcy	drav1251/sout3133/sout3138/tulu1261/tulu1263
kudi1237	Kudiya	kfg	drav1251/sout3133/sout3138/tulu1261/tulu1263
naml1240	Namla	naa	naml1239
tofa1246	Tofanma	tlg	naml1239
amal1242	Amal	aad	sepi1257
abau1245	Abau	aau	sepi1257
beri1253	Berinomo	bit	sepi1257/sepi1258/cent2234/bahi1255
bahi1254	Bahinemo	bjh	sepi1257/sepi1258/cent2234/bahi1255
mari1432	Mari (East Sepik Province)	mbx	sepi1257/sepi1258/cent2234/nucl1586
suma1269	Sumariup	siv	sepi1257/sepi1258/cent2234/nucl1586
bisi1244	Bisis	bnw	sepi1257/sepi1258/cent2234/nucl1586
wata1251	Watakataui	wtk	sepi1257/sepi1258/cent2234/nucl1586/kapr1244
kapr1245	Kapriman	dju	sepi1257/sepi1258/cent2234/nucl1586/kapr1244
sani1270	Saniyo-Hiyewe	sny	sepi1257/sepi1258/west2576
piam1243	Piame	pin	sepi1257/sepi1258/west2576/hewa1240
niks1238	Niksek	gbe	sepi1257/sepi1258/west2576/hewa1240
hewa1241	Hewa	ham	sepi1257/sepi1258/west2576/hewa1240
alam1246	Alamblak	amp	sepi1257/sepi1258/east2496
kani1285	Kaningra	knr	sepi1257/sepi1258/east2496
chen1259	Chenapian	cjn	sepi1257/iwam1259/woga1248
woga1249	Wogamusin	wog	sepi1257/iwam1259/woga1248
iwam1256	Iwam	iwm	sepi1257/iwam1259/iwam1260
sepi1255	Sepik Iwam	iws	sepi1257/iwam1259/iwam1260
kwom1262	Kwoma	kmo	sepi1257/nuku1256
mend1268	Mende (Papua New Guinea)	sim	sepi1257/nuku1256/kwan1286
kwan1278	Kwanga	kwj	sepi1257/nuku1256/kwan1286
awtu1239	Awtuw	kmn	sepi1257/ramm1241
pouy1238	Pouye	bye	sepi1257/ramm1241/pouy1239
kara1495	Karawa	xrw	sepi1257/ramm1241/pouy1239
mehe1243	Mehek	nux	sepi1257/sepi1256/mehe1244
pahi1246	Pahi	lgt	sepi1257/sepi1256/mehe1244
yess1239	Yessan-Mayo	yss	sepi1257/sepi1256/mayo1278
pasi1259	Pasi	psq	sepi1257/sepi1256/mayo1278/yimi1235
ayip1235	Ayi (Papua New Guinea)	ayq	sepi1257/sepi1256/mayo1278/yimi1235
kalo1262	Kalou	ywa	sepi1257/sepi1256/mayo1278/yimi1235
akkk1240	Ak	akq	sepi1257/yell1247
nami1256	Namia	nnm	sepi1257/yell1247
awun1245	Auwon	aww	sepi1257/yell1247
moru1253	Moru	mgd	cent2225/moru1252
arin1244	Aringa	luc	cent2225/moru1252/cent2043
avok1242	Avokaya	avu	cent2225/moru1252/cent2043
lugb1240	Lugbara	lgg	cent2225/moru1252/cent2043
logo1259	Logo	log	cent2225/moru1252/cent2043
omii1238	Omi	omi	cent2225/moru1252/cent2043/kali1312
keli1248	Keliko	kbo	cent2225/moru1252/cent2043/kali1312
olub1238	Olu'bo	lul	cent2225/moru1252/sout2827
madi1260	Ma'di	mhi	cent2225/moru1252/sout2827
sout2828	Southern Ma'di	snm	cent2225/moru1252/sout2827
ngit1239	Ngiti	niy	cent2225/lend1246
lend1245	Lendu	led	cent2225/lend1246/bale1255
ndru1234	Ndrulo	dno	cent2225/lend1246/bale1255
lomb1254	Lombi	lmi	cent2225/mang1393
mang1394	Mangbetu	mdj	cent2225/mang1393/mang1424
asoa1238	Asoa	asv	cent2225/mang1393/mang1424
bong1285	Bongo	bot	cent2225/sara1341
siny1243	Sinyar	sys	cent2225/sara1341
baka1274	Baka (South Sudan)	bdh	cent2225/sara1341/moro1282
beli1257	Beli (South Sudan)	blm	cent2225/sara1341/moro1282/moro1293
moda1242	Mo'da	gbn	cent2225/sara1341/moro1282/moro1293/gber1234
moro1284	Morokodo	mgc	cent2225/sara1341/moro1282/moro1293/gber1234
mitt1253	Mittu	mwu	cent2225/sara1341/moro1282/moro1293/gber1234
jurm1239	Jur Modo	bex	cent2225/sara1341/moro1282/moro1293/lori1239
nyam1279	Nyamusa-Molo	nwm	cent2225/sara1341/moro1282/moro1293/lori1239
yulu1243	Yulu-Binga	yul	cent2225/sara1341/sbbo1237
gula1266	Gula (Central African Republic)	kcm	cent2225/sara1341/sbbo1237/nucl1719/ferg1237
kara1482	Kara (Central African Republic)	kah	cent2225/sara1341/sbbo1237/nucl1719/ferg1237
luto1241	Lutos	ndy	cent2225/sara1341/sbbo1237/nucl1719/ndug1243
vale1250	Vale	vae	cent2225/sara1341/sbbo1237/nucl1719/ndug1243
ngam1268	Ngambay	sba	cent2225/sara1341/sbbo1237/nucl1719/sara1349/cent2044/sara1345
kaba1281	Kaba	ksp	cent2225/sara1341/sbbo1237/nucl1719/sara1349/cent2044/sara1345/gore1234
laka1254	Laka (Chad)	lap	cent2225/sara1341/sbbo1237/nucl1719/sara1349/cent2044/sara1345/gore1234
gula1268	Gulay	gvl	cent2225/sara1341/sbbo1237/nucl1719/sara1349/cent2044/sara1344
horo1247	Horo	hor	cent2225/sara1341/sbbo1237/nucl1719/sara1349/cent2044/sara1344
sarr1246	Sar	mwm	cent2225/sara1341/sbbo1237/nucl1719/sara1349/cent2044/sara1344
bedj1245	Nangnda	bjv	cent2225/sara1341/sbbo1237/nucl1719/sara1349/cent2044/sara1346/bedi1236
gorr1238	Gor	gqr	cent2225/sara1341/sbbo1237/nucl1719/sara1349/cent2044/sara1346/bedi1236
mang1398	Mango	mge	cent2225/sara1341/sbbo1237/nucl1719/sara1349/cent2044/sara1346/bedi1236
ngam1269	Ngam	nmc	cent2225/sara1341/sbbo1237/nucl1719/sara1349/cent2044/sara1346/sido1234
mbay1241	Mbay	myb	cent2225/sara1341/sbbo1237/nucl1719/sara1349/cent2044/sara1346/sido1234
dagb1248	Dagba	dgk	cent2225/sara1341/sbbo1237/nucl1719/sara1349/cent2044/sara1346/sido1234
disa1239	Dissa-Canton Mufa	dsi	cent2225/sara1341/sbbo1237/nucl1719/sara1349/sara1318/koul1239
kulf1238	Kulfa	kxj	cent2225/sara1341/sbbo1237/nucl1719/sara1349/sara1318/koul1239
furu1242	Furu	fuu	cent2225/sara1341/sbbo1237/nucl1719/sara1349/sara1318/barh1234
sara1321	Sara Kaba Náà	kwv	cent2225/sara1341/sbbo1237/nucl1719/sara1349/sara1318/barh1234/sara1348
sara1322	Sara Kaba Deme	kwg	cent2225/sara1341/sbbo1237/nucl1719/sara1349/sara1318/barh1234/sara1348
